*****Rover GA expirement*****
Date:2017-06-20 14:00:04.214770
Population size:30
Generation Count:30
Mutation Probability:0.1
Cross Over Probability:0.25
*****************************
Generation, ID, Max Turn Strength, Max Yaw Change per CB, Num Vision Cones, Sweep Weight Factor, Distance Weight Factor, Fitness
5, 154, 180, 86, 47, 2.49008918342, 4.08258163545, 94.2825
5, 155, 315, 6, 47, 2.49008918342, 0.53928385127, inf
5, 156, 210, 85, 47, 2.49008918342, 4.08258163545, 92.3925
5, 157, 180, 64, 29, 2.26946561795, 3.31451662278, 94.895
5, 158, 180, 71, 73, 0.846907624274, 0.53928385127, 91.0775
5, 159, 180, 64, 29, 2.26946561795, 4.08258163545, 93.87
5, 160, 180, 64, 29, 2.26946561795, 4.82835243491, inf
5, 161, 180, 64, 29, 2.26946561795, 4.08258163545, 91.37
5, 162, 180, 64, 29, 2.26946561795, 4.08258163545, inf
5, 163, 180, 64, 29, 2.49008918342, 4.08258163545, 91.4625
5, 164, 180, 64, 29, 2.26946561795, 4.08258163545, 92.7375
5, 165, 180, 64, 45, 2.26946561795, 3.31451662278, 91.2675
5, 166, 180, 64, 45, 2.26946561795, 3.31451662278, 91.9625
5, 167, 180, 42, 47, 2.26946561795, 4.82835243491, 94.0575
5, 168, 180, 64, 45, 2.26946561795, 3.31451662278, 91.37
5, 169, 180, 64, 29, 2.26946561795, 4.82835243491, inf
5, 170, 180, 64, 29, 2.26946561795, 4.82835243491, 91.7925
5, 171, 180, 64, 29, 2.26946561795, 4.82835243491, 91.5975
5, 172, 180, 64, 45, 2.26946561795, 3.31451662278, 90.885
5, 173, 180, 64, 29, 2.26946561795, 4.82835243491, 91.78
5, 174, 180, 86, 47, 2.49008918342, 3.31451662278, inf
6, 172, 180, 64, 29, 2.26946561795, 4.08258163545, 91.295
6, 175, 180, 64, 45, 2.26946561795, 3.31451662278, 90.6975
6, 176, 210, 85, 47, 2.49008918342, 4.08258163545, 92.9225
6, 177, 180, 64, 29, 2.26946561795, 4.08258163545, 91.155
6, 178, 180, 64, 29, 2.09306744029, 4.82835243491, 91.35
6, 179, 180, 64, 45, 2.26946561795, 4.08258163545, 91.3825
6, 180, 180, 25, 45, 2.26946561795, 3.31451662278, inf
6, 181, 180, 64, 29, 2.26946561795, 4.08258163545, 91.1625
6, 182, 210, 85, 47, 2.49008918342, 4.08258163545, 92.47
6, 183, 180, 64, 29, 2.26946561795, 3.31451662278, 91.99
6, 184, 180, 64, 29, 2.49008918342, 4.08258163545, 92.9925
6, 185, 180, 64, 29, 2.26946561795, 3.31451662278, 91.575
6, 186, 180, 64, 29, 2.26946561795, 3.31451662278, 91.2425
6, 187, 180, 64, 29, 2.26946561795, 4.82835243491, 91.16
6, 188, 180, 64, 29, 2.26946561795, 4.82835243491, 92.06
6, 189, 180, 64, 29, 2.26946561795, 3.31451662278, inf
6, 190, 180, 64, 29, 2.26946561795, 4.08258163545, 91.7925
6, 191, 180, 64, 45, 2.26946561795, 4.82835243491, 91.5775
6, 192, 180, 64, 29, 2.26946561795, 3.31451662278, 91.5775
6, 193, 180, 64, 45, 2.26946561795, 3.31451662278, 91.465
6, 194, 180, 64, 29, 2.26946561795, 3.31451662278, inf
6, 195, 180, 64, 29, 2.49008918342, 4.08258163545, inf
6, 196, 180, 64, 29, 2.26946561795, 4.82835243491, 91.12
6, 197, 180, 64, 29, 2.26946561795, 3.31451662278, 93.66
6, 198, 180, 64, 29, 2.26946561795, 3.31451662278, 95.6575
6, 199, 180, 64, 29, 2.49008918342, 4.08258163545, inf
6, 200, 180, 64, 29, 4.85382220858, 4.08258163545, 91.475
6, 201, 180, 64, 45, 2.26946561795, 2.7671153854, 91.1775
6, 202, 180, 64, 45, 2.26946561795, 3.31451662278, 94.58
6, 203, 180, 64, 29, 2.26946561795, 3.31451662278, 90.99
7, 175, 180, 64, 45, 2.26946561795, 3.31451662278, 91.3525
7, 204, 210, 85, 47, 2.49008918342, 4.08258163545, 91.75
7, 205, 180, 64, 45, 2.26946561795, 4.08258163545, 91.2275
7, 206, 180, 64, 45, 2.26946561795, 4.08258163545, 90.725
7, 207, 180, 64, 29, 2.26946561795, 4.08258163545, inf
7, 208, 180, 64, 29, 2.26946561795, 4.82835243491, 91.595
7, 209, 180, 64, 29, 0.118054964655, 4.08258163545, inf
7, 210, 180, 64, 29, 4.85382220858, 4.08258163545, 91.3825
7, 211, 180, 64, 29, 2.26946561795, 4.08258163545, 94.99
7, 212, 60, 64, 29, 2.26946561795, 3.31451662278, inf
7, 213, 180, 64, 29, 2.49008918342, 4.08258163545, inf
7, 214, 180, 64, 29, 2.26946561795, 3.31451662278, 91.5875
7, 215, 180, 64, 29, 2.26946561795, 4.08258163545, inf
7, 216, 180, 64, 29, 2.26946561795, 3.31451662278, 90.285
7, 217, 180, 64, 29, 4.85382220858, 4.08258163545, 93.26
7, 218, 180, 64, 29, 2.26946561795, 4.08258163545, 91.6725
7, 219, 180, 64, 29, 4.85382220858, 4.08258163545, inf
7, 220, 180, 64, 29, 2.26946561795, 3.31451662278, 91.3975
7, 221, 180, 64, 29, 2.26946561795, 4.82835243491, 91.38
7, 222, 180, 64, 29, 4.85382220858, 4.08258163545, 91.585
7, 223, 180, 64, 45, 2.26946561795, 4.08258163545, 91.0825
7, 224, 180, 64, 29, 2.26946561795, 4.08258163545, 91.125
7, 225, 180, 64, 29, 2.26946561795, 4.08258163545, 91.2825
7, 226, 180, 64, 29, 4.85382220858, 4.08258163545, 91.73
7, 227, 180, 64, 29, 4.85382220858, 4.08258163545, 91.65
7, 228, 180, 64, 29, 2.26946561795, 4.08258163545, 91.485
7, 229, 180, 64, 29, 2.26946561795, 4.08258163545, inf
7, 230, 180, 64, 29, 4.85382220858, 0.0570220292921, inf
7, 231, 180, 64, 45, 2.26946561795, 4.08258163545, 91.515
7, 232, 180, 64, 45, 2.26946561795, 3.31451662278, 91.405
8, 216, 180, 64, 29, 2.26946561795, 3.31451662278, 91.855
8, 233, 180, 64, 29, 2.26946561795, 3.31451662278, 91.4575
8, 234, 180, 64, 45, 2.26946561795, 4.08258163545, 91.0125
8, 235, 180, 64, 45, 3.97490470913, 4.08258163545, 93.55
8, 236, 180, 64, 45, 2.26946561795, 4.08258163545, 91.04
8, 237, 180, 64, 29, 4.85382220858, 4.08258163545, 91.6625
8, 238, 266, 64, 29, 2.26946561795, 4.08258163545, 94.7675
8, 239, 180, 64, 29, 4.85382220858, 4.08258163545, 91.51
8, 240, 180, 64, 29, 2.26946561795, 4.08258163545, 92.03
8, 241, 180, 64, 29, 2.26946561795, 3.31451662278, 91.5375
8, 242, 180, 64, 45, 2.26946561795, 4.08258163545, 91.0025
8, 243, 210, 85, 47, 2.49008918342, 4.08258163545, 92.4825
8, 244, 180, 64, 29, 2.26946561795, 3.31451662278, 91.3675
8, 245, 180, 64, 45, 2.26946561795, 4.08258163545, inf
8, 246, 180, 64, 45, 2.26946561795, 4.08258163545, inf
8, 247, 180, 64, 45, 2.26946561795, 4.08258163545, inf
8, 248, 180, 64, 45, 3.80148466705, 4.08258163545, 91.6875
8, 249, 180, 64, 45, 2.26946561795, 4.08258163545, 93.815
8, 250, 180, 64, 29, 2.26946561795, 4.08258163545, inf
8, 251, 180, 64, 29, 2.26946561795, 3.31451662278, 91.29
8, 252, 180, 64, 29, 2.26946561795, 3.31451662278, 93.5
8, 253, 180, 64, 29, 4.85382220858, 4.08258163545, 91.2825
8, 254, 180, 64, 29, 2.26946561795, 4.08258163545, 91.495
8, 255, 180, 64, 45, 2.26946561795, 3.31451662278, 91.6825
8, 256, 180, 64, 29, 4.85382220858, 4.08258163545, 91.765
8, 257, 180, 64, 29, 2.26946561795, 4.82835243491, 91.59
8, 258, 60, 64, 45, 2.26946561795, 3.31451662278, inf
8, 259, 180, 64, 29, 0.118054964655, 4.08258163545, 92.1875
8, 260, 180, 64, 29, 4.85382220858, 4.08258163545, 91.5825
8, 261, 180, 64, 29, 2.26946561795, 3.31451662278, 91.69
9, 242, 180, 64, 45, 2.26946561795, 4.08258163545, 90.6
9, 262, 180, 64, 29, 2.26946561795, 3.31451662278, inf
9, 263, 180, 64, 29, 2.26946561795, 4.08258163545, 91.7025
9, 264, 180, 64, 29, 2.26946561795, 3.31451662278, 91.275
9, 265, 180, 64, 29, 2.26946561795, 3.31451662278, 92.2625
9, 266, 180, 64, 45, 3.97490470913, 4.08258163545, 91.6575
9, 267, 180, 64, 45, 0.605962707586, 4.08258163545, 91.575
9, 268, 180, 64, 25, 2.26946561795, 4.08258163545, 91.7775
9, 269, 180, 64, 29, 3.9127498877, 3.31451662278, 91.55
9, 270, 180, 64, 29, 2.26946561795, 4.08258163545, inf
9, 271, 180, 64, 29, 0.118054964655, 3.31451662278, inf
9, 272, 180, 64, 29, 2.26946561795, 3.31451662278, 90.9975
9, 273, 180, 64, 29, 4.85382220858, 4.08258163545, 91.335
9, 274, 266, 64, 29, 2.26946561795, 4.08258163545, 93.845
9, 275, 180, 64, 29, 4.85382220858, 4.08258163545, 91.965
9, 276, 60, 64, 45, 2.26946561795, 4.08258163545, inf
9, 277, 266, 64, 29, 2.26946561795, 4.08258163545, inf
9, 278, 180, 64, 29, 4.85382220858, 4.08258163545, 91.37
9, 279, 180, 64, 29, 4.85382220858, 4.08258163545, 91.6
9, 280, 180, 64, 29, 4.85382220858, 4.08258163545, 91.59
9, 281, 180, 64, 29, 4.85382220858, 4.08258163545, inf
9, 282, 180, 64, 29, 2.26946561795, 4.08258163545, 91.7525
9, 283, 180, 64, 45, 2.26946561795, 3.31451662278, 90.9525
9, 284, 180, 64, 29, 2.26946561795, 4.82835243491, 91.5825
9, 285, 180, 64, 29, 2.26946561795, 4.82835243491, 91.9725
9, 286, 180, 64, 45, 2.26946561795, 4.08258163545, inf
9, 287, 180, 64, 45, 2.26946561795, 3.31451662278, 91.46
9, 288, 180, 64, 45, 2.26946561795, 3.31451662278, 90.9875
9, 289, 180, 64, 29, 2.26946561795, 3.31451662278, 91.47
9, 290, 180, 64, 45, 2.26946561795, 4.08258163545, 91.42
10, 242, 180, 64, 45, 2.26946561795, 4.08258163545, 91.625
10, 291, 180, 64, 45, 2.26946561795, 3.31451662278, 91.4375
10, 292, 180, 64, 45, 2.26946561795, 4.08258163545, 90.53
10, 293, 180, 64, 29, 4.85382220858, 4.08258163545, inf
10, 294, 180, 64, 45, 2.26946561795, 4.08258163545, 91.2775
10, 295, 180, 64, 29, 2.26946561795, 3.31451662278, 93.44
10, 296, 180, 64, 29, 3.9127498877, 4.08258163545, 92.2025
10, 297, 180, 13, 29, 2.26946561795, 4.08258163545, inf
10, 298, 180, 64, 29, 4.85382220858, 4.08258163545, 91.8725
10, 299, 180, 64, 45, 2.26946561795, 3.40060240433, 90.7825
10, 300, 180, 64, 29, 2.26946561795, 3.31451662278, 91.695
10, 301, 180, 64, 45, 3.97490470913, 4.08258163545, inf
10, 302, 180, 64, 29, 4.85382220858, 4.08258163545, 91.835
10, 303, 180, 64, 45, 3.97490470913, 4.08258163545, 91.47
10, 304, 180, 64, 45, 2.26946561795, 3.31451662278, 91.6825
10, 305, 180, 64, 29, 2.26946561795, 4.82835243491, 91.6625
10, 306, 180, 64, 37, 2.26946561795, 3.31451662278, 91.785
10, 307, 180, 64, 29, 2.26946561795, 4.08258163545, 91.5725
10, 308, 180, 64, 29, 3.9127498877, 3.31451662278, 91.7525
10, 309, 180, 64, 29, 3.9127498877, 3.31451662278, 92.06
10, 310, 60, 64, 45, 3.97490470913, 4.08258163545, inf
10, 311, 180, 64, 29, 3.9127498877, 3.31451662278, 97.36
10, 312, 180, 64, 45, 2.26946561795, 3.31451662278, 91.97
10, 313, 180, 64, 29, 3.9127498877, 3.31451662278, 90.965
10, 314, 180, 64, 29, 2.26946561795, 3.31451662278, 91.67
10, 315, 180, 64, 45, 2.26946561795, 4.08258163545, 91.3775
10, 316, 180, 64, 29, 2.26946561795, 4.08258163545, 91.185
10, 317, 180, 64, 29, 4.85382220858, 4.08258163545, 97.78
10, 318, 180, 64, 29, 2.26946561795, 4.08258163545, 91.7975
10, 319, 266, 64, 29, 2.26946561795, 4.08258163545, inf
11, 292, 180, 64, 45, 2.26946561795, 4.08258163545, 91.455
11, 320, 180, 64, 45, 2.26946561795, 4.08258163545, 90.46
11, 321, 180, 64, 29, 2.26946561795, 4.08258163545, 91.9325
11, 322, 180, 64, 45, 3.87562615084, 3.31451662278, 90.9675
11, 323, 180, 64, 45, 2.26946561795, 3.40060240433, 91.2875
11, 324, 180, 64, 45, 2.26946561795, 4.08258163545, inf
11, 325, 180, 64, 45, 2.26946561795, 3.31451662278, 91.58
11, 326, 180, 64, 45, 2.26946561795, 4.08258163545, 91.6925
11, 327, 180, 64, 29, 3.9127498877, 3.31451662278, 91.36
11, 328, 180, 64, 45, 2.26946561795, 3.40060240433, 90.9575
11, 329, 180, 64, 29, 4.85382220858, 4.08258163545, 91.4975
11, 330, 180, 64, 29, 2.26946561795, 4.08258163545, 91.5775
11, 331, 180, 64, 45, 2.26946561795, 3.31451662278, 91.175
11, 332, 180, 64, 45, 2.26946561795, 4.08258163545, 91.3175
11, 333, 180, 64, 45, 3.97490470913, 4.08258163545, 91.175
11, 334, 180, 64, 29, 3.9127498877, 3.31451662278, 91.18
11, 335, 180, 64, 29, 3.9127498877, 3.31451662278, inf
11, 336, 180, 64, 29, 4.85382220858, 4.08258163545, 92.07
11, 337, 180, 64, 29, 3.9127498877, 3.31451662278, 98.0675
11, 338, 180, 64, 37, 2.26946561795, 3.31451662278, 91.565
11, 339, 180, 64, 29, 4.85382220858, 4.08258163545, 91.6575
11, 340, 180, 64, 45, 3.97490470913, 4.08258163545, 90.89
11, 341, 180, 64, 45, 2.26946561795, 4.08258163545, 91.46
11, 342, 180, 64, 29, 2.26946561795, 4.82835243491, 91.2775
11, 343, 180, 75, 45, 2.26946561795, 4.08258163545, 90.3825
11, 344, 180, 64, 45, 2.26946561795, 4.08258163545, 91.275
11, 345, 180, 64, 29, 4.85382220858, 4.08258163545, inf
11, 346, 180, 64, 29, 4.85382220858, 4.08258163545, 91.535
11, 347, 180, 64, 45, 2.26946561795, 3.31451662278, 91.175
11, 348, 180, 64, 29, 3.9127498877, 3.31451662278, 91.445
12, 343, 180, 75, 45, 2.26946561795, 4.08258163545, 93.26
12, 349, 180, 59, 45, 2.26946561795, 3.31451662278, 91.5775
12, 350, 180, 64, 45, 2.26946561795, 3.40060240433, 90.8875
12, 351, 180, 64, 45, 2.26946561795, 3.31451662278, 91.3125
12, 352, 180, 64, 45, 2.26946561795, 4.08258163545, 91.7
12, 353, 180, 64, 45, 2.26946561795, 3.40060240433, 90.995
12, 354, 180, 64, 45, 3.9127498877, 3.31451662278, 91.7025
12, 355, 180, 64, 45, 2.26946561795, 3.31451662278, 91.1625
12, 356, 180, 64, 29, 3.9127498877, 3.31451662278, 90.875
12, 357, 180, 64, 45, 2.26946561795, 4.08258163545, inf
12, 358, 180, 64, 45, 2.26946561795, 3.40060240433, 91.2675
12, 359, 180, 64, 29, 2.26946561795, 4.08258163545, 100.415
12, 360, 180, 64, 29, 3.9127498877, 3.31451662278, 91.7625
12, 361, 180, 64, 45, 2.26946561795, 3.31451662278, 95.98
12, 362, 180, 64, 29, 3.9127498877, 3.31451662278, 91.3575
12, 363, 180, 64, 29, 4.85382220858, 4.82835243491, 91.615
12, 364, 180, 64, 29, 3.9127498877, 3.31451662278, 91.38
12, 365, 180, 45, 29, 2.26946561795, 4.08258163545, 91.59
12, 366, 180, 64, 45, 3.87562615084, 3.31451662278, inf
12, 367, 180, 64, 45, 2.26946561795, 3.40060240433, 91.5825
12, 368, 180, 64, 45, 2.26946561795, 3.31451662278, 91.2275
12, 369, 180, 64, 29, 2.26946561795, 4.08258163545, inf
12, 370, 180, 64, 45, 2.26946561795, 3.40060240433, 91.265
12, 371, 180, 64, 29, 2.26946561795, 4.08258163545, 95.43
12, 372, 180, 64, 37, 2.26946561795, 3.31451662278, 99.36
12, 373, 180, 64, 45, 3.97490470913, 4.08258163545, 91.5825
12, 374, 180, 64, 45, 2.26946561795, 4.08258163545, 91.385
12, 375, 180, 64, 45, 3.87562615084, 3.31451662278, 90.77
12, 376, 180, 64, 45, 2.26946561795, 3.40060240433, 91.48
12, 377, 180, 64, 37, 2.26946561795, 3.31451662278, 91.4575
13, 375, 180, 64, 45, 3.87562615084, 3.31451662278, 93.1225
13, 378, 180, 64, 45, 3.97490470913, 4.08258163545, inf
13, 379, 180, 64, 45, 2.26946561795, 3.31451662278, 90.6025
13, 380, 180, 64, 45, 2.26946561795, 3.31451662278, 90.5775
13, 381, 180, 64, 29, 3.9127498877, 3.31451662278, 92.0025
