*****Rover GA expirement*****
Date:2017-06-19 22:07:24.955781
Population size:40
Generation Count:30
Mutation Probability:0.2
Cross Over Probability:0.35
*****************************
Generation, ID, Max Turn Strength, Max Yaw Change per CB, Num Vision Cones, Sweep Weight Factor, Distance Weight Factor, Fitness
6, 257, 169, 86, 23, 1.89897051878, 0.541287299842, 92.5775
6, 258, 179, 81, 23, 1.89897051878, 1.90873952144, 91.6275
6, 259, 206, 86, 35, 4.60638341756, 4.85172367345, 92.59
6, 260, 169, 86, 35, 4.83041559229, 1.19429850248, 92.765
6, 261, 157, 52, 35, 4.21088278246, 3.2334902918, 94.7725
6, 262, 179, 81, 23, 0.104286100839, 0.411426067434, 91.4725
6, 263, 206, 86, 35, 4.21088278246, 3.2334902918, 92.28
6, 264, 342, 37, 41, 4.21088278246, 3.2334902918, 103.3975
6, 265, 169, 86, 35, 4.60638341756, 2.0019961254, 91.845
6, 266, 179, 81, 35, 0.104286100839, 0.411426067434, 91.55
6, 267, 169, 86, 35, 0.104286100839, 0.411426067434, 90.875
6, 268, 157, 52, 35, 0.104286100839, 0.411426067434, 92.87
6, 269, 157, 86, 35, 4.21088278246, 0.411426067434, 90.48
6, 270, 169, 86, 35, 0.104286100839, 0.411426067434, 91.17
6, 271, 360, 86, 35, 2.08225728846, 4.85172367345, inf
6, 272, 169, 52, 35, 0.104286100839, 0.411426067434, 93.4725
6, 273, 169, 86, 35, 4.83041559229, 1.19429850248, 91.295
7, 269, 157, 86, 31, 4.21088278246, 0.411426067434, 90.7075
7, 274, 169, 86, 35, 4.90023127199, 3.2334902918, 96.1
7, 275, 157, 86, 35, 4.21088278246, 0.411426067434, 91.105
7, 276, 169, 86, 23, 1.89897051878, 0.541287299842, inf
7, 277, 169, 86, 35, 4.90023127199, 3.2334902918, 91.645
7, 278, 169, 86, 35, 0.104286100839, 0.411426067434, 91.175
7, 279, 165, 81, 23, 0.104286100839, 0.632855409082, 92.46
7, 280, 169, 86, 35, 0.104286100839, 0.411426067434, 91.5
